word,occurrence
said,hearing
said,heavyset
said,held
said,helicopters
said,help
said,hit
said,hogg
said,holt
said,hoped
said,hopes
said,hospital
said,hours
said,hurts
said,ignore
said,impact
said,important
said,improvised
said,incident
said,including
said,independent
said,india
said,indigenous
said,information
said,initial
said,initially
said,insists
said,insurgents
said,intends
said,interactions
said,intercepted
said,interruption
said,interview
said,investigation
said,investigators
said,investors
said,irrelevant
said,jailed
said,jake
said,january
said,job
said,joint
said,joking
said,joshua
said,julia
said,julie
said,jumped
said,jury
said,kei
said,kept
said,kidding
said,kind
said,knew
said,know
said,knowing
said,known
said,laboratory
said,lake
said,landry
said,large
said,last
said,late
said,later
said,latest
said,laura
said,lawsuit
said,lazard
said,leaning
said,learn
said,least
said,like
said,likely
said,little
said,live
said,living
said,loaded
said,longer
said,looked
said,looking
said,lythcott
said,mad
said,maduro
said,malala
said,man
said,many
said,march
said,marched
said,maria
said,mark
said,martin
said,matt
said,mccrae
said,mcguire
said,meant
said,measures
said,meeting
said,melina
said,members
said,milli
said,million
said,ministerial
said,minutes
said,missile
said,mission
said,mistakes
said,mitat
said,momodu
said,monday
said,month
said,moscow
said,mosque
said,mother
said,mountain
said,move
said,much
said,must
said,nato
said,naval
said,neema
said,negotiated
said,negotiations
said,neil
said,neither
said,nerve
said,new
said,newly
said,news
said,newspapers
said,nicholas
said,nine
said,nonetheless
said,noted
said,nothing
said,nra
said,nude
said,number
said,nur
said,nwachukwu
said,observe
said,offering
said,office
said,officer
said,officers
said,official
said,oil
said,omalu
said,one
said,ongoing
said,opposed
said,options
said,organization
said,papa
said,parents
said,part
said,parts
said,pasadena
said,paul
said,peacekeepers
said,peacekeeping
said,people
said,persistently
said,phillips
said,phone
said,pieces
said,plaintiffs
said,planned
said,plans
said,plot
said,point
said,points
said,poisoning
said,police
said,possible
said,preliminary
said,prepared
said,president
said,process
said,product
said,production
said,proposed
said,prosecutors
said,public
said,pulled
said,punishments
said,purpose
said,push
said,rally
said,ran
said,ranch
said,reaction
said,read
said,reading
said,ready
said,realized
said,reasonable
said,rebels
said,recently
said,recused
said,referring
said,regarding
said,regularly
said,relative
said,relatives
said,release
said,released
said,relieved
said,remarks
said,removing
said,repeatedly
said,report
said,reported
said,republican
said,reserve
said,residents
said,responding
said,restricting
said,returning
said,rich
said,richard
said,rises
said,risk
said,roadside
said,rocket
said,rocky
said,rode
said,rollins
said,romero
said,rosenbluth
said,russia
said,russian
said,said
said,salamoni
said,sales
said,salisbury
said,salman
said,samson
said,san
said,saturday
said,saudi
said,saw
said,scientists
said,scott
said,search
said,seddique
said,seek
said,seeking
said,seen
said,senate
said,separate
said,seven
said,severe
said,shooter
said,shooting
said,shorting
said,shot
said,show
said,shut
said,sign
said,simply
said,since
said,singled
said,situation
said,six
said,small
said,smelled
said,smile
said,smith
said,soldiers
said,somali
said,something
said,son
said,soros
said,south
said,southwell
said,special
said,specific
said,speech
said,spent
said,spoke
said,spokesman
said,standoff
said,stannard
said,state
said,statement
said,sterling
said,steven
said,still
said,stop
said,store
said,strongly
said,struggle
said,student
said,students
said,stunned
said,summoned
said,summoning
said,sun
said,sunday
said,supplies
said,support
said,supported
said,supports
said,supreme
said,surprised
said,surreal
said,survivors
said,suspect
said,suspended
said,tactical
said,taken
said,taking
said,taliban
said,talks
said,tanya
said,targeted
said,task
said,taught
said,teacher
said,telephone
said,tell
said,text
said,think
said,thom
said,though
said,threat
said,threatened
said,throw
said,thursday
said,tit
said,together
said,tom
said,tragedy
said,transparent
said,troops
said,trying
said,tuesday
said,tweet
said,twenge
said,twitter
said,two
said,type
said,ugandan
said,ultimately
said,undeniable
said,unimpressed
said,united
said,unlike
said,urging
said,usher
said,various
said,vast
said,veteran
said,video
said,violence
said,visit
said,volen
said,vote
said,voters
said,want
said,wanted
said,warned
said,way
said,wednesday
said,week
said,weekend
said,welcomed
said,went
said,west
said,whether
said,whole
said,william
said,wished
said,without
said,woman
said,words
said,work
said,worried
said,would
said,wrong
said,year
said,zaid
school,across
school,administrators
school,age
school,ammunition
school,analog
school,applicants
school,area
school,arrested
school,assemblyman
school,attend
school,attended
school,boston
school,building
school,built
school,business
school,campuses
school,classmates
school,college
school,comes
school,confronted
school,day
school,days
school,died
school,elizabethtown
school,employees
school,failed
school,february
school,filmed
school,football
school,girls
school,grades
school,gunman
school,halloween
school,hardin
school,hear
school,high
school,incident
school,insult
school,intercom
school,issued
school,kentucky
school,killed
school,killing
school,killings
school,last
school,law
school,learned
school,left
school,massacre
school,may
school,medicine
school,meeting
school,members
school,memorial
school,metal
school,might
school,miles
school,must
school,new
school,newtown
school,nutrition
school,officials
school,packed
school,parents
school,parking
school,parkland
school,participated
school,personnel
school,peshawar
school,possibly
school,private
school,probation
school,professors
school,raised
school,resource
school,safety
school,said
school,saw
school,say
school,science
school,senior
school,session
school,shooter
school,shooting
school,shootings
school,shot
school,socio
school,southern
school,student
school,students
school,taipei
school,taking
school,teacher
school,times
school,trophies
school,tweeted
school,unclear
school,used
school,watch
school,went
school,wrong
shooting,added
shooting,agency
shooting,also
shooting,although
shooting,appeared
shooting,armed
shooting,attempted
shooting,barbaric
shooting,baton
shooting,began
shooting,believe
shooting,berm
shooting,best
shooting,black
shooting,broward
shooting,caleb
shooting,called
shooting,came
shooting,cameron
shooting,campaign
shooting,captured
shooting,city
shooting,clark
shooting,cleared
shooting,clearly
shooting,connecticut
shooting,critically
shooting,data
shooting,day
shooting,death
shooting,deaths
shooting,defense
shooting,delphine
shooting,demonstrators
shooting,demurred
shooting,determined
shooting,driver
shooting,duty
shooting,emerged
shooting,erupted
shooting,even
shooting,ezell
shooting,fair
shooting,fatal
shooting,february
shooting,ferguson
shooting,finished
shooting,fit
shooting,five
shooting,florida
shooting,found
shooting,four
shooting,friday
shooting,gay
shooting,going
shooting,good
shooting,government
shooting,great
shooting,gregory
shooting,happened
shooting,headquarters
shooting,high
shooting,hogg
shooting,holding
shooting,immediately
shooting,inflamed
shooting,interview
shooting,investigated
shooting,investigation
shooting,involved
shooting,jaelynn
shooting,january
shooting,justified
shooting,killed
shooting,last
shooting,livingston
shooting,local
shooting,man
shooting,many
shooting,marjory
shooting,may
shooting,midst
shooting,minutes
shooting,modern
shooting,motorist
shooting,moving
shooting,muted
shooting,nashville
shooting,near
shooting,never
shooting,new
shooting,newtown
shooting,occurred
shooting,office
shooting,officers
shooting,officials
shooting,one
shooting,online
shooting,organized
shooting,orlando
shooting,painted
shooting,parkland
shooting,pasadena
shooting,patrons
shooting,pennsylvania
shooting,philando
shooting,police
shooting,possibly
shooting,prices
shooting,produced
shooting,prompted
shooting,questioned
shooting,quickly
shooting,rampage
shooting,range
shooting,receipts
shooting,reignited
shooting,release
shooting,released
shooting,residence
shooting,resident
shooting,rumpf
shooting,safe
shooting,said
shooting,salamoni
shooting,san
shooting,sat
shooting,saturday
shooting,scott
shooting,seen
shooting,set
shooting,shock
shooting,shows
shooting,smith
shooting,south
shooting,sparked
shooting,sprees
shooting,state
shooting,stephon
shooting,sterling
shooting,stops
shooting,stranded
shooting,supported
shooting,survivor
shooting,survivors
shooting,takers
shooting,target
shooting,tearing
shooting,teenage
shooting,tell
shooting,telling
shooting,terrorist
shooting,three
shooting,troubling
shooting,tuesday
shooting,two
shooting,unarmed
shooting,unclear
shooting,united
shooting,urging
shooting,using
shooting,vermont
shooting,victim
shooting,victims
shooting,videos
shooting,volunteer
shooting,walking
shooting,wanted
shooting,waverly
shooting,white
shooting,widely
shooting,willey
shooting,woman
shooting,would
shooting,wounding
shooting,year
shot,airlifted
shot,alton
shot,another
shot,anthony
shot,arm
shot,around
shot,back
shot,black
shot,bleeding
shot,bullet
shot,car
shot,certain
shot,chest
shot,children
shot,church
shot,clark
shot,classmate
shot,county
shot,dead
shot,death
shot,died
shot,door
shot,driver
shot,early
shot,eight
shot,eighth
shot,exchange
shot,female
shot,fired
shot,foot
shot,girlfriend
shot,gravely
shot,harnett
shot,head
shot,incident
shot,jaelynn
shot,jury
shot,killed
shot,kitchen
shot,later
shot,leg
shot,march
shot,missed
shot,missile
shot,neck
shot,neighborhood
shot,officers
shot,parking
shot,people
shot,police
shot,prominence
shot,reference
shot,resident
shot,right
shot,said
shot,school
shot,seven
shot,sheriff
shot,sikh
shot,smith
shot,stephon
shot,sterling
shot,street
shot,struck
shot,struggle
shot,supermarket
shot,survived
shot,thigh
shot,three
shot,thursday
shot,times
shot,torso
shot,triggerman
shot,trooper
shot,two
shot,van
shot,willey
shot,woman
shot,wounded
